Symbol
BLUESTARCO
BLUESTONE
BONLON
BOROLTD
BORORENEW
BOSCH-HCIL
BPCL
BRATANNIA
BUILDPRO
BULKCORP
BVCL
CAMEXLTD
CAMPUS
CAPILLARY
CAPLIPOINT
CAPRICORN
CARBORUNIV
CARGOTRANS
CARRARO
CARYSIL
CCLINTER
CEATLTD
CELLO
CELLPOINT
CEMPRO
CENTURYPLY
CGPOWER
CGVAK
CHAMBLFERT
CHAMUND
CHANDNIMACH
CHEMPLASTS
CHENFERRO
CHENNPETRO
CHETANA
CHLOGIST
CHOKSI
CHORDIA
CHROME
CIANAGRO
CIEINDIA
CINEVISTA
CIPLA
CLARA
CLEAN
CLSL
CMSINFO
CNCRD
COALINDIA
COHANCE
COLINZ
CONCOR
CONCORDBIO
CONFIPET
CONSTRONIC
CONTPTR
COROMANDEL
CORONA
COUNCODOS
CPPLUS
CREATIVE
CROMPTON
CUMMINSIND
CURIS
CYIENT
DAICHI
DAIKAFFI
DALBHARAT
DANGEE
DANISH
DANUBE
DARSHANORNA
DCAL
DDEVPLSTIK
DECCANTRAN
DECOMIC
DEEDEV
DEEM
DEEPAKCHEM
DEEPAKFERT
DEEPAKSP
DEEPINDS
DEFRAIL
DELHIVERY
DFPL
DHANLAXMI
DHANUKA
DIAMINESQ
DIAMONDYD
DIANATEA
DILIGENT
DIVISLAB
DIVYADHAN
DKEGL
DMART
DODLA
DOMS
DPABHUSHAN
DRAGARWQ
DRREDDY
DUROPACK
DUTRON
DYNAMIND
EARTH
EFORCE
EIDPARRY
EIKO
ELECON
ELECTCAST
ELFORGE
ELGIEQUIP
EMAMILTD
EMCURE
EMIL
EMUDHRA
ENDURANCE
ENTERO
EPACK
EPACKPEB
EPIGRAL
EPL
ESABINDIA
ETHOSLTD
EUREKAFORB
EUROPRATIK
EVEREADY
EXCELLENT
EXICOM
FAALCON
FACT
FIEMIND
FILATEX
FILTRA
FINELINE
FIRSTCRY
FLAIR
FLOMIC
FLUOROCHEM
FMGOETZE
FMNL
FONEBOX
FORCEMOT
FORTIS
FOSECOIND
GABRIEL
GAEL
GAIL
GALAGEX
GALAXYSURF
GALLANTT
GANECOS
GANESHHOU
GANGABATH
GANGAFORGE
GARGFUR
GARMNTMNTR
GATEWAY
GAYATRI
GENUSPOWER
GHCL
GIPCL
GKB
GLAND
GLENMARK
GML
GMMPFAUDLR
GODREJAGRO
GODREJCP
GOKEX
GOKULAGRO
GOLDIAM
GOPAL
GOTHIPL
GPARL
GPIL
GRANULES
GREAVESCOT
GREENPANEL
GREENPLY
GRINDWELL
GRWRHITECH
GSAUTO
GSPCROP
GSPL
GSS
GSTL
GTNINDS
GUFICBIO
GUJALKALI
GUJCONT
GUJCRAFT
GUJCRED
GUJGASLTD
GUJRAFFIA
GUJTERC
GUJTHEM
GULFOILLUB
GURUNANAK
GVT&D
HAMPS
HAPPYFORGE
HARIKANTA
HARSHA
HATSUN
HAVELLS
HAWAENG
HAWKINCOOK
HCG
HEG
HEIDELBERG
HERITGFOOD
HFCL
HFIL
HIKAL
HINDALCO
HINDCOPPER
HINDUNILVR
HINDWAREAP
HIPOLIN
HLEGLAS
HMEML
HOLMARC
HPL
HSCL
HUBTOWN
ICIL
ICLORGANIC
ICODEX
IDEALTECHO
IDENTIX
IEML
IFBIND
IGIL
IGL
IKS
IMFA
INANI
INCAP
INDCTST
INDIACEM
INDIGOPNTS
INDNIPPON
INDOTECH
INFONATIVE
INGERRAND
INNOVACAP
INOXINDIA
INOXWIND
INSECTICID
INTEGRITY
INTERARCH
INVICTA
IOLCP
IONEXCHANG
IPCALAB
IRONWOOD
ISGEC
ISMTLTD
ITI
IWEL
IYKOTHITE
JAIBALAJI
JAMNAAUTO
JASH
JAYAGROGN
JBCHEPHARM
JETKNIT
JINDALSAW
JINDALSTEL
JISLJALEQS
KJCEMENT
JKIL
JKLAKSHMI
JKPAPER
JLHL
JPPOWER
JSL
JSWDULUX
JTEKTINDIA
JTLIND
JUBLCPL
JUBLINDS
JUNLPHARMA
JWL
JYOTICNC
KAJARIACER
KALYANKJIL
KANSAINER
KAYNES
KDDL
KEEPLEARN
KEI
KENNAMET
KERNEX
KINGFA
KIRLFER
KIRLOSBROS
KIRLOSIND
KIRLPNU
KKCL
KLBRENG-B
KOLTEPATIL
KOVAI
KPEL
KPIGREEN
KPITTECH
KPL
KPRMILL
KRBL
KRN
KSB
KSCL
KSHITIJPOL
KSL
LASA
LAURUSLABS
LENSKART
LGBBROSLTD
LINDEINDIA
LLOYDSENGG
LODHA
LOTUSDEV
LTFOODS
LUMAXIND
LUMAXTECH
LUPIN
LUXIND
LXCHEM
MAHACORP
MAHLIFE
MAHLOG
MAKERSL
MANGCHEFER
MANGLMCEM
MANINDS
MANKIND
MARICO
MARINE
MARKSANS
MAXHEALTH
MEDANTA
MEDPLUS
METROBRAND
METROPOLIS
MGL
MIDHANI
MIDWESTLTD
MILTON
MINALIND
MINDACORP
MISHDESIGN
MMRUBBR-B
MODINSU
MOIL
MOLDTKPAC
MOREPENLAB
MOSCHIP
MOTHERSON
MPSLTD
MRF
MSPL
MSUMI
MTL
NACDAC
NACLIND
NAMAN
